latitude;longitude;species
39.382279;-8.534059;2490604
39.382279;-8.534059;2492867
38.952351;-8.543297;5844936
38.952351;-8.543297;2494686
38.952351;-8.543297;2497921
38.952351;-8.543297;2488949
38.952351;-8.543297;2487879
38.952351;-8.543297;2489214
38.952351;-8.543297;2489160
38.952351;-8.543297;2482501
38.952351;-8.543297;5230791
38.952351;-8.543297;2475443
38.952351;-8.543297;2475532
38.952351;-8.543297;2492956
