latitude;longitude;species
38.460699;-8.7881;4408732
38.460699;-8.7881;2478523
38.460699;-8.7881;2490313
38.460699;-8.7881;2495696
39.392494;-8.288798;5229493
38.460699;-8.7881;2492949
38.460699;-8.7881;2487883
38.460699;-8.7881;2497266
38.460699;-8.7881;2490774
38.460699;-8.7881;2474156
38.460699;-8.7881;2480537
38.460699;-8.7881;2495455
38.460699;-8.7881;2480726
39.392494;-8.288798;2494200
39.392494;-8.288798;8095051
39.392494;-8.288798;5845582
38.460699;-8.7881;2495000
39.392494;-8.288798;7634625
39.392494;-8.288798;2492949
39.392494;-8.288798;2494708
39.392494;-8.288798;2489214
39.392494;-8.288798;2478523
39.392494;-8.288798;5231190
39.392494;-8.288798;2474156
39.392494;-8.288798;8097467
39.392494;-8.288798;7660710
39.392494;-8.288798;2482501
38.460699;-8.7881;2480482
38.460699;-8.7881;5228695
38.460699;-8.7881;2492867
39.392494;-8.288798;4408759
39.392494;-8.288798;2493070
39.392494;-8.288798;2489104
39.392494;-8.288798;2492962
39.392494;-8.288798;2490774
39.392494;-8.288798;5231438
39.392494;-8.288798;2490604
40.965369;-8.642507;2490313
40.965369;-8.642507;5231763
40.965369;-8.642507;2492460
40.965369;-8.642507;5230791
40.965369;-8.642507;2480482
40.965369;-8.642507;2490719
40.965369;-8.642507;2492956
40.965369;-8.642507;2490266
40.965369;-8.642507;4408759
40.965369;-8.642507;2492962
40.965369;-8.642507;5229490
40.965369;-8.642507;2494708
40.965369;-8.642507;2492822
40.965369;-8.642507;5231438
41.144972;-8.605267;5228676
37.757755;-7.975774;5230791
37.757755;-7.975774;2493012
37.757755;-7.975774;5844936
37.757755;-7.975774;2480537
37.757755;-7.975774;2490667
37.757755;-7.975774;2475532
37.757755;-7.975774;2493214
37.757755;-7.975774;2492867
37.757755;-7.975774;2492478
37.757755;-7.975774;7660710
37.757755;-7.975774;2494708
37.757755;-7.975774;8095051
37.757755;-7.975774;2475443
37.757755;-7.975774;7634625
37.757755;-7.975774;2492822
37.757755;-7.975774;2488949
37.757755;-7.975774;2492962
37.757755;-7.975774;7341500
37.757755;-7.975774;2480495
37.757755;-7.975774;4408759
37.757755;-7.975774;2490719
37.702049;-8.085147;5231235
37.702049;-8.085147;7341500
37.702049;-8.085147;2489104
37.702049;-8.085147;7634625
37.702049;-8.085147;2488949
37.702049;-8.085147;2482501
37.702049;-8.085147;2480495
37.702049;-8.085147;2492822
37.702049;-8.085147;2480372
37.702049;-8.085147;5231209
37.702049;-8.085147;2475443
37.702049;-8.085147;5229167
37.702049;-8.085147;5230791
37.9052;-8.26395;5229167
37.9052;-8.26395;5230791
37.9052;-8.26395;2490681
37.9052;-8.26395;2490613
37.9052;-8.26395;8077224
37.9052;-8.26395;2480495
37.60631;-7.578871;5231918
37.60631;-7.578871;2497266
37.60631;-7.578871;2475443
37.60631;-7.578871;2490667
37.60631;-7.578871;2474051
37.60631;-7.578871;5844936
37.60631;-7.578871;2492944
37.60631;-7.578871;2488949
37.60631;-7.578871;5231235
37.60631;-7.578871;2480495
37.60631;-7.578871;6095119
37.60631;-7.578871;2492962
37.60631;-7.578871;7341500
37.60631;-7.578871;2492949
37.60631;-7.578871;7634625
37.60631;-7.578871;5230791
37.60631;-7.578871;2494686
37.60631;-7.578871;2492867
37.640403;-7.661548;5844936
37.640403;-7.661548;5230791
37.640403;-7.661548;2488949
37.640403;-7.661548;2482473
37.640403;-7.661548;2489214
37.640403;-7.661548;2492962
37.640403;-7.661548;2481057
37.712208;-7.964916;5229167
37.712208;-7.964916;2490613
37.712208;-7.964916;4408759
37.712208;-7.964916;2490681
37.712208;-7.964916;7634625
37.712208;-7.964916;2475443
37.712208;-7.964916;2475365
37.712208;-7.964916;8095051
39.382279;-8.534059;5228676
39.382279;-8.534059;2492956
39.382279;-8.534059;5230791
39.382279;-8.534059;2475532
39.382279;-8.534059;8097467
39.382279;-8.534059;5231918
39.382279;-8.534059;2489214
39.382279;-8.534059;5229167
39.382279;-8.534059;7660710
39.382279;-8.534059;2487879
39.382279;-8.534059;2493660
39.382279;-8.534059;2490719
39.382279;-8.534059;2475443
39.382279;-8.534059;2494200
39.382279;-8.534059;2494686
39.382279;-8.534059;5845582
39.382279;-8.534059;8095051
39.382279;-8.534059;2493118
39.382279;-8.534059;5231190
39.382279;-8.534059;2493128
39.382279;-8.534059;7341585
39.382279;-8.534059;2495000
39.382279;-8.534059;2490310
39.382279;-8.534059;2493214
39.382279;-8.534059;7806848
39.382279;-8.534059;4408759
39.382279;-8.534059;2493551
39.382279;-8.534059;2492822
39.382279;-8.534059;5231438
39.382279;-8.534059;2492867
38.086338;-7.655153;7341500
37.60631;-7.578871;5230791
37.60631;-7.578871;5231235
38.086338;-7.655153;2492962
37.60631;-7.578871;2492962
37.60631;-7.578871;2492949
38.086338;-7.655153;2489104
38.086338;-7.655153;5231438
37.60631;-7.578871;7634625
38.086338;-7.655153;2492867
38.086338;-7.655153;2490298
38.086338;-7.655153;2492478
37.60631;-7.578871;2490719
37.757755;-7.975774;4408759
37.60631;-7.578871;2492867
37.757755;-7.975774;2492822
37.757755;-7.975774;2492478
38.086338;-7.655153;4408759
37.757755;-7.975774;2480495
37.757755;-7.975774;2474051
37.60631;-7.578871;5231918
37.757755;-7.975774;2492867
37.60631;-7.578871;6095119
37.640403;-7.661548;5230791
37.640403;-7.661548;5228676
37.640403;-7.661548;2489214
37.640403;-7.661548;2488949
37.640403;-7.661548;5229493
37.640403;-7.661548;5228676
37.640403;-7.661548;2488949
37.640403;-7.661548;2490719
37.640403;-7.661548;5230791
37.640403;-7.661548;2481057
37.640403;-7.661548;2489214
37.640403;-7.661548;2482473
37.640403;-7.661548;2481057
37.640403;-7.661548;5229493
37.640403;-7.661548;2490719
37.700643;-7.76315;2489104
37.702049;-8.085147;2495708
37.700643;-7.76315;2482501
37.702049;-8.085147;5229167
37.702049;-8.085147;2480666
37.700643;-7.76315;2488949
37.702049;-8.085147;2490669
37.712208;-7.964916;2490613
37.702049;-8.085147;5231190
37.702049;-8.085147;2482492
37.700643;-7.76315;5231209
37.702049;-8.085147;2490274
37.702049;-8.085147;6095119
37.702049;-8.085147;5230791
37.702049;-8.085147;2489104
37.702049;-8.085147;7341500
37.702049;-8.085147;2480495
37.712208;-7.964916;5231235
37.712208;-7.964916;7341500
37.712208;-7.964916;2480495
37.712208;-7.964916;2490681
37.712208;-7.964916;2474921
37.712208;-7.964916;5228228
37.60631;-7.578871;5231235
37.60631;-7.578871;2492949
37.60631;-7.578871;5231918
37.60631;-7.578871;7634625
37.60631;-7.578871;6095119
37.60631;-7.578871;5230791
37.60631;-7.578871;2490719
38.086338;-7.655153;5229490
38.086338;-7.655153;2490719
38.086338;-7.655153;5844936
38.086338;-7.655153;2487879
38.086338;-7.655153;5845582
38.086338;-7.655153;2493128
38.086338;-7.655153;2493012
38.086338;-7.655153;2480537
38.086338;-7.655153;2475443
38.086338;-7.655153;5230791
38.086338;-7.655153;7660710
38.086338;-7.655153;2490669
38.086338;-7.655153;2494200
38.086338;-7.655153;8097467
38.086338;-7.655153;2493214
38.086338;-7.655153;7634625
37.60631;-7.578871;2492867
37.60631;-7.578871;2492962
37.60631;-7.578871;2492959
37.757755;-7.975774;5229167
37.757755;-7.975774;2480537
37.757755;-7.975774;5229493
37.757755;-7.975774;2480372
37.757755;-7.975774;7634625
37.757755;-7.975774;5844936
37.757755;-7.975774;7660710
37.757755;-7.975774;2475443
37.757755;-7.975774;2493214
37.757755;-7.975774;2487879
37.757755;-7.975774;8095051
37.757755;-7.975774;2493012
37.757755;-7.975774;2494708
37.702049;-8.085147;2490669
37.702049;-8.085147;2482492
37.702049;-8.085147;5229167
37.702049;-8.085147;5230791
37.702049;-8.085147;5231190
37.702049;-8.085147;2495708
37.702049;-8.085147;6095119
37.702049;-8.085147;2475365
37.702049;-8.085147;2490274
37.702049;-8.085147;2480666
37.702049;-8.085147;2489104
37.702049;-8.085147;7341500
37.702049;-8.085147;2480495
38.086338;-7.655153;5230791
38.086338;-7.655153;5229490
38.086338;-7.655153;2493214
38.086338;-7.655153;8097467
38.086338;-7.655153;2487879
38.086338;-7.655153;2494200
38.086338;-7.655153;2493128
38.086338;-7.655153;2490669
38.086338;-7.655153;5844936
38.086338;-7.655153;7634625
38.086338;-7.655153;2475443
38.086338;-7.655153;2490719
38.086338;-7.655153;2493012
38.086338;-7.655153;2492962
38.086338;-7.655153;2480537
38.086338;-7.655153;7660710
38.086338;-7.655153;2492478
38.086338;-7.655153;5845582
38.086338;-7.655153;2490298
38.086338;-7.655153;7341500
37.712208;-7.964916;2474921
37.700643;-7.76315;2489104
38.086338;-7.655153;4408759
37.712208;-7.964916;2490613
37.712208;-7.964916;5231235
38.086338;-7.655153;5231438
37.700643;-7.76315;5231209
38.086338;-7.655153;2489104
37.700643;-7.76315;2482501
38.086338;-7.655153;2492867
37.757755;-7.975774;2493214
37.712208;-7.964916;2480495
37.757755;-7.975774;5229493
37.757755;-7.975774;5229167
37.757755;-7.975774;2480537
37.757755;-7.975774;2474051
37.757755;-7.975774;2480372
37.757755;-7.975774;2475443
37.712208;-7.964916;2490681
37.712208;-7.964916;5228228
37.757755;-7.975774;2494708
37.712208;-7.964916;7341500
37.757755;-7.975774;7660710
37.757755;-7.975774;7634625
37.757755;-7.975774;2487879
37.757755;-7.975774;2493012
37.757755;-7.975774;5844936
37.757755;-7.975774;8095051
37.757755;-7.975774;2492822
37.757755;-7.975774;2492962
37.757755;-7.975774;2492478
37.757755;-7.975774;4408759
41.869145;-6.959002;2490246
41.854795;-6.586947;2491498
41.854795;-6.586947;8012314
41.854795;-6.586947;5229490
41.854795;-6.586947;5231240
41.854795;-6.586947;2495471
41.869145;-6.959002;2493070
41.854795;-6.586947;2492822
41.854795;-6.586947;2492950
41.869145;-6.959002;2490274
41.854795;-6.586947;2490681
41.854795;-6.586947;2496464
41.854795;-6.586947;2490266
41.869145;-6.959002;2492943
41.869145;-6.959002;2492950
41.869145;-6.959002;8077224
41.902149;-7.03567;2480495
41.902149;-7.03567;2493070
41.854795;-6.586947;2492949
41.854795;-6.586947;2475443
41.869145;-6.959002;5231763
41.869145;-6.959002;2495471
41.902149;-7.03567;4408796
41.902149;-7.03567;5231235
41.869145;-6.959002;2492606
41.869145;-6.959002;5229490
41.902149;-7.03567;2490774
41.869145;-6.959002;8012314
41.869145;-6.959002;2491498
41.902149;-7.03567;2490955
41.869145;-6.959002;2478523
41.902149;-7.03567;2495093
41.869145;-6.959002;2492949
41.902149;-7.03567;2489214
41.854795;-6.586947;5231763
41.902149;-7.03567;2495471
41.854795;-6.586947;7626513
41.854795;-6.586947;2474156
41.869145;-6.959002;2480537
38.808948;-8.918066;6092830
38.808948;-8.918066;2494686
37.46481;-8.793204;2480495
37.631907;-8.805714;7341500
38.099577;-8.789835;2490313
38.099577;-8.789835;2494686
38.808948;-8.918066;8077224
38.808948;-8.918066;2492822
41.734493;-6.871476;2494686
41.478827;-6.302099;2495708
41.478827;-6.302099;2495000
39.449017;-7.920113;2480495
38.099577;-8.789835;2492867
38.891567;-8.938751;4408759
38.711437;-9.186538;2492962
38.560382;-8.084435;7660710
37.853127;-8.789492;2493012
39.382279;-8.534059;5231190
39.494152;-7.516944;7341500
39.494152;-7.516944;2492822
37.597549;-8.816596;2494686
37.597549;-8.816596;5231190
38.099577;-8.789835;5231190
38.099577;-8.789835;7634625
38.099577;-8.789835;7806848
38.099577;-8.789835;2475443
38.099577;-8.789835;2493214
40.41892;-7.539711;2492942
39.382279;-8.534059;2492867
40.41892;-7.539711;5231240
38.80012;-8.956432;4408759
38.790077;-9.492037;2490719
40.41892;-7.539711;5231190
40.41892;-7.539711;2480685
39.382279;-8.534059;5230791
39.415508;-9.5121;2495708
40.41892;-7.539711;2480537
40.41892;-7.539711;2491498
38.80012;-8.956432;2480482
39.382279;-8.534059;5231438
40.41892;-7.539711;2480666
38.465739;-8.716603;5231190
38.465739;-8.716603;2475443
40.41892;-7.539711;2494200
40.41892;-7.539711;2490310
38.460699;-8.7881;2489160
38.460699;-8.7881;2492962
38.460699;-8.7881;2480685
38.460699;-8.7881;2490266
39.414305;-7.410278;2475532
38.808948;-8.918066;2492822
38.891567;-8.938751;5231190
38.891567;-8.938751;7634625
40.641771;-8.663197;5230791
41.902149;-7.03567;2474051
40.41892;-7.539711;8097467
40.686217;-8.731005;2495000
37.133822;-8.617315;5228676
38.80012;-8.956432;2480372
38.80012;-8.956432;2495414
38.80012;-8.956432;2492822
41.883748;-7.150211;2492943
38.80012;-8.956432;2492822
38.80012;-8.956432;2494708
38.952467;-7.495937;2474156
38.952467;-7.495937;5230791
38.80012;-8.956432;2495708
41.620226;-6.276203;2487871
37.622934;-7.807803;2490719
37.622934;-7.807803;2494200
37.622934;-7.807803;2492867
37.622934;-7.807803;2492478
38.80012;-8.956432;2490313
37.720972;-8.789234;2474051
39.72747;-7.090278;2492867
39.868905;-7.214069;8095051
39.868905;-7.214069;7660710
39.72747;-7.090278;2492962
39.72747;-7.090278;2492867
38.107407;-8.569663;8097467
39.494152;-7.516944;2494686
38.891567;-8.938751;7634625
39.501392;-8.798675;2490669
39.501392;-8.798675;2481042
38.891567;-8.938751;4408759
38.891567;-8.938751;2493118
38.560382;-8.084435;5230791
38.560382;-8.084435;2489214
38.560382;-8.084435;5231438
38.560382;-8.084435;2494686
38.560382;-8.084435;6095119
38.560382;-8.084435;7806848
38.560382;-8.084435;2487879
38.560382;-8.084435;2494200
38.560382;-8.084435;5231190
38.560382;-8.084435;2493012
40.686217;-8.731005;2487871
38.895175;-8.020663;2496464
38.895175;-8.020663;2480372
38.895175;-8.020663;2474156
39.305661;-7.64451;2490774
40.131748;-7.511693;2487871
38.747858;-8.922272;2489160
39.065181;-9.007609;5845582
39.065181;-9.007609;2494686
39.065181;-9.007609;4408759
39.065181;-9.007609;2489214
39.065181;-9.007609;2481042
39.065181;-9.007609;5228676
39.065181;-9.007609;5739315
39.065181;-9.007609;2494200
39.065181;-9.007609;5231198
39.065181;-9.007609;5231190
38.460699;-8.7881;2489160
38.460699;-8.7881;5230791
38.460699;-8.7881;5844936
38.460699;-8.7881;2492956
38.460699;-8.7881;2487879
38.460699;-8.7881;5231918
38.460699;-8.7881;2493012
38.460699;-8.7881;2475532
38.460699;-8.7881;2480537
38.460699;-8.7881;2490313
38.460699;-8.7881;2489214
38.460699;-8.7881;7626513
38.460699;-8.7881;2490719
38.460699;-8.7881;8097467
38.460699;-8.7881;2475443
38.460699;-8.7881;5228676
38.460699;-8.7881;7660710
38.460699;-8.7881;7634625
38.460699;-8.7881;2482501
38.460699;-8.7881;2494200
38.460699;-8.7881;5231198
38.460699;-8.7881;8095051
38.460699;-8.7881;2494708
38.460699;-8.7881;7341585
38.460699;-8.7881;5845582
38.460699;-8.7881;2493128
38.460699;-8.7881;2494686
38.460699;-8.7881;2495000
38.460699;-8.7881;2477968
38.460699;-8.7881;2484916
38.460699;-8.7881;5231190
38.460699;-8.7881;2489104
38.460699;-8.7881;2492867
38.460699;-8.7881;2492822
38.460699;-8.7881;4408759
38.460699;-8.7881;2492962
38.460699;-8.7881;5231438
38.465739;-8.716603;7660710
38.465739;-8.716603;7626513
38.465739;-8.716603;2493012
38.465739;-8.716603;5231918
38.465739;-8.716603;8097467
38.465739;-8.716603;2489214
38.465739;-8.716603;2475443
38.465739;-8.716603;7634625
38.465739;-8.716603;2493660
38.465739;-8.716603;2488949
38.465739;-8.716603;2487883
38.465739;-8.716603;2494686
38.465739;-8.716603;2487879
38.465739;-8.716603;5229493
38.465739;-8.716603;2482501
38.465739;-8.716603;5231198
38.465739;-8.716603;2494708
38.465739;-8.716603;2493214
38.465739;-8.716603;2496862
38.465739;-8.716603;2492962
38.465739;-8.716603;2489104
38.465739;-8.716603;2493128
38.465739;-8.716603;7341500
38.465739;-8.716603;5231190
38.465739;-8.716603;4408759
38.465739;-8.716603;7341585
38.465739;-8.716603;5231438
38.465739;-8.716603;2477968
38.465739;-8.716603;2495000
38.465739;-8.716603;2492822
38.460699;-8.7881;2492867
38.460699;-8.7881;2487883
38.460699;-8.7881;2492350
38.460699;-8.7881;2490313
38.460699;-8.7881;2493128
38.460699;-8.7881;2480537
38.460699;-8.7881;2475532
38.460699;-8.7881;2493012
38.460699;-8.7881;2493128
38.460699;-8.7881;2487879
38.460699;-8.7881;7634625
38.460699;-8.7881;2494686
38.460699;-8.7881;7660710
38.460699;-8.7881;2492956
38.460699;-8.7881;7626513
38.460699;-8.7881;2490719
38.460699;-8.7881;2487883
38.460699;-8.7881;5844936
38.460699;-8.7881;5230791
38.460699;-8.7881;5231918
38.460699;-8.7881;8097467
38.460699;-8.7881;2489160
38.460699;-8.7881;2494708
38.460699;-8.7881;5229493
38.460699;-8.7881;5845582
38.460699;-8.7881;2494200
38.460699;-8.7881;7341500
38.460699;-8.7881;2492867
38.460699;-8.7881;5228695
38.460699;-8.7881;2490774
38.460699;-8.7881;5231190
38.460699;-8.7881;2492962
38.460699;-8.7881;2497266
38.460699;-8.7881;2492822
38.460699;-8.7881;2495000
38.460699;-8.7881;7806848
38.460699;-8.7881;2497496
38.460699;-8.7881;2490604
38.460699;-8.7881;5231438
38.460699;-8.7881;4408759
38.460699;-8.7881;2496862
38.465739;-8.716603;2489160
38.465739;-8.716603;5230791
38.465739;-8.716603;5844936
38.465739;-8.716603;2492956
37.632994;-8.626885;2475532
41.525961;-8.783934;5230791
41.525961;-8.783934;2492956
41.525961;-8.783934;2494200
41.525961;-8.783934;2490719
41.525961;-8.783934;2487871
41.525961;-8.783934;5229490
41.525961;-8.783934;2490313
41.525961;-8.783934;5845582
41.525961;-8.783934;5231190
41.525961;-8.783934;4408759
41.525961;-8.783934;2494708
41.525961;-8.783934;5845582
41.525961;-8.783934;5229490
41.525961;-8.783934;2490719
41.525961;-8.783934;2490313
41.525961;-8.783934;2487883
41.525961;-8.783934;2492956
41.525961;-8.783934;6093527
41.525961;-8.783934;2492460
41.525961;-8.783934;5739315
41.525961;-8.783934;2480537
41.525961;-8.783934;5228676
41.525961;-8.783934;2494200
41.525961;-8.783934;4408759
40.965369;-8.642507;2495455
40.965369;-8.642507;2494200
40.965369;-8.642507;2490313
40.965369;-8.642507;5228676
40.965369;-8.642507;5845582
40.965369;-8.642507;2480637
40.965369;-8.642507;5229167
40.965369;-8.642507;5230791
40.965369;-8.642507;2493118
40.965369;-8.642507;2495708
40.965369;-8.642507;2490298
40.965369;-8.642507;2489104
40.965369;-8.642507;2492822
40.965369;-8.642507;4408759
40.965369;-8.642507;2491557
40.965369;-8.642507;5230791
40.965369;-8.642507;5229167
40.965369;-8.642507;5228676
40.965369;-8.642507;5231763
40.965369;-8.642507;2490313
40.965369;-8.642507;5845582
40.965369;-8.642507;2493118
40.965369;-8.642507;2495455
40.965369;-8.642507;2495708
40.965369;-8.642507;4408759
40.965369;-8.642507;2491557
41.525961;-8.783934;2490719
41.525961;-8.783934;5845582
41.525961;-8.783934;2487871
41.525961;-8.783934;2494200
41.525961;-8.783934;2494708
41.525961;-8.783934;5229490
41.525961;-8.783934;2490298
41.525961;-8.783934;4408759
41.525961;-8.783934;7806848
40.965369;-8.642507;5228676
40.965369;-8.642507;5230791
40.965369;-8.642507;5229490
40.965369;-8.642507;2490313
40.965369;-8.642507;2493118
40.965369;-8.642507;2491557
40.965369;-8.642507;2489104
40.965369;-8.642507;2490298
40.965369;-8.642507;4408759
41.152453;-8.609312;5228676
41.525961;-8.783934;2495696
41.525961;-8.783934;5845582
37.752386;-8.717802;5959092
37.622118;-8.670831;2492956
37.622118;-8.670831;2490719
37.622118;-8.670831;2487879
37.622118;-8.670831;7660710
37.622118;-8.670831;7634625
37.622118;-8.670831;8095051
37.622118;-8.670831;5845582
37.622118;-8.670831;2493660
37.622118;-8.670831;8097467
37.622118;-8.670831;2493012
37.622118;-8.670831;7626513
37.622118;-8.670831;5228676
37.622118;-8.670831;5231918
37.622118;-8.670831;2493128
37.605596;-8.791165;5228228
37.605596;-8.791165;5231235
37.656883;-8.798321;5739315
37.656883;-8.798321;2493012
37.656883;-8.798321;7660710
37.656883;-8.798321;5230791
37.622118;-8.670831;7341585
37.622118;-8.670831;2493214
37.622118;-8.670831;2474051
37.622118;-8.670831;2492822
37.622118;-8.670831;2492867
37.622118;-8.670831;5231438
37.622118;-8.670831;4408759
37.622118;-8.670831;2480666
37.656883;-8.798321;2493660
37.656883;-8.798321;2490719
37.656883;-8.798321;7634625
37.656883;-8.798321;2494686
37.656883;-8.798321;2475443
37.656883;-8.798321;2494708
37.656883;-8.798321;5231190
37.656883;-8.798321;4408759
37.656883;-8.798321;5231438
37.656883;-8.798321;2492822
37.656883;-8.798321;2490310
37.656883;-8.798321;2492962
37.656883;-8.798321;2481042
37.685179;-8.781295;5231918
37.685179;-8.781295;7660710
37.685179;-8.781295;7634625
37.685179;-8.781295;2493012
37.685179;-8.781295;2475443
37.685179;-8.781295;2490719
37.685179;-8.781295;2493660
37.685179;-8.781295;2494200
37.685179;-8.781295;2492962
37.685179;-8.781295;7341585
37.685179;-8.781295;2489104
37.685179;-8.781295;4408759
37.685179;-8.781295;5231438
37.7065;-8.78785;2497266
37.685179;-8.781295;2492822
37.632994;-8.626885;2493012
37.632994;-8.626885;2492956
37.632994;-8.626885;2487879
37.60858;-8.709691;2493012
37.60858;-8.709691;5231918
37.60858;-8.709691;2480537
37.60858;-8.709691;2492822
37.60858;-8.709691;4408759
37.60858;-8.709691;2494686
37.60858;-8.709691;7660710
37.60858;-8.709691;7341585
37.60858;-8.709691;2490719
37.60858;-8.709691;2493128
37.632994;-8.626885;5231918
37.632994;-8.626885;2492460
37.632994;-8.626885;7660710
37.632994;-8.626885;8097467
37.632994;-8.626885;2495708
37.632994;-8.626885;7626513
37.632994;-8.626885;2493128
37.632994;-8.626885;2495000
37.632994;-8.626885;2490719
37.632994;-8.626885;7634625
37.632994;-8.626885;7341585
37.632994;-8.626885;2477968
37.632994;-8.626885;5229493
37.632994;-8.626885;5231438
37.632994;-8.626885;2493214
37.632994;-8.626885;7806848
37.632994;-8.626885;4408759
37.888882;-8.757648;2480495
37.717114;-8.776891;2493660
37.717114;-8.776891;5231438
37.720831;-8.767047;2475365
37.717114;-8.776891;7341585
37.717114;-8.776891;2492956
37.717114;-8.776891;7660710
37.717114;-8.776891;2493012
37.563902;-8.783612;2482501
37.7065;-8.78785;2493012
37.7065;-8.78785;2480537
37.7065;-8.78785;7634625
37.7065;-8.78785;5739315
37.7065;-8.78785;2475443
37.7065;-8.78785;2494686
37.7065;-8.78785;2490719
37.7065;-8.78785;2494708
37.7065;-8.78785;2492822
37.622118;-8.670831;2492956
37.622118;-8.670831;2487879
37.622118;-8.670831;5230791
37.622118;-8.670831;2480537
37.622118;-8.670831;8097467
37.622118;-8.670831;2493012
37.622118;-8.670831;7626513
37.632994;-8.626885;7660710
37.632994;-8.626885;2493660
37.632994;-8.626885;7626513
37.632994;-8.626885;5231918
37.632994;-8.626885;2494200
37.632994;-8.626885;2492460
37.632994;-8.626885;2490719
37.632994;-8.626885;2493012
37.632994;-8.626885;2487879
37.632994;-8.626885;8095051
37.632994;-8.626885;2495708
37.632994;-8.626885;2492956
37.632994;-8.626885;7341585
37.632994;-8.626885;2490310
37.632994;-8.626885;2478523
37.632994;-8.626885;5231438
37.632994;-8.626885;2477968
37.632994;-8.626885;2493214
37.632994;-8.626885;7806848
37.632994;-8.626885;2492822
37.622118;-8.670831;5231918
37.622118;-8.670831;7660710
37.622118;-8.670831;2490719
37.622118;-8.670831;2493660
37.622118;-8.670831;5229493
37.622118;-8.670831;2494200
37.622118;-8.670831;2493128
37.622118;-8.670831;2494686
37.622118;-8.670831;8095051
37.622118;-8.670831;2492822
37.622118;-8.670831;5845582
37.622118;-8.670831;7341585
37.622118;-8.670831;5231438
37.622118;-8.670831;2489104
37.622118;-8.670831;4408759
37.622118;-8.670831;7806848
37.622118;-8.670831;2495000
37.656883;-8.798321;2492956
37.7065;-8.78785;4408759
37.656883;-8.798321;5230791
37.7065;-8.78785;5739315
37.7065;-8.78785;2492962
37.656883;-8.798321;2489214
37.656883;-8.798321;2493012
37.7065;-8.78785;7634625
37.7065;-8.78785;5230791
37.7065;-8.78785;2494708
37.7065;-8.78785;2490719
37.7065;-8.78785;2494686
37.7065;-8.78785;2490669
37.7065;-8.78785;5228676
37.7065;-8.78785;2475443
37.656883;-8.798321;2494708
37.656883;-8.798321;5228676
37.656883;-8.798321;7660710
37.656883;-8.798321;2490719
37.656883;-8.798321;2475443
37.656883;-8.798321;2475532
37.656883;-8.798321;7341585
37.656883;-8.798321;2494200
37.656883;-8.798321;2493214
37.656883;-8.798321;2494686
37.656883;-8.798321;7634625
37.656883;-8.798321;2493660
37.656883;-8.798321;5231190
37.656883;-8.798321;4408759
37.656883;-8.798321;2492822
37.656883;-8.798321;5231438
37.656883;-8.798321;2489104
37.133822;-8.617315;2490681
37.133822;-8.617315;2490774
37.133822;-8.617315;2480666
37.133822;-8.617315;5230791
37.133822;-8.617315;2493091
37.133822;-8.617315;2492867
37.133822;-8.617315;2494200
37.133822;-8.617315;2489214
37.133822;-8.617315;2481042
37.133822;-8.617315;2480495
37.133822;-8.617315;2480482
37.133822;-8.617315;5739317
37.133822;-8.617315;2497496
37.133822;-8.617315;2493070
37.133822;-8.617315;5231240
37.133822;-8.617315;2480666
37.133822;-8.617315;2492950
37.133822;-8.617315;5844936
37.133822;-8.617315;2478523
37.133822;-8.617315;2481047
37.133822;-8.617315;5231918
37.133822;-8.617315;2480537
37.133822;-8.617315;2480666
37.133822;-8.617315;5739317
37.133822;-8.617315;2492606
37.133822;-8.617315;5231240
37.133822;-8.617315;5231235
37.133822;-8.617315;2493070
37.133822;-8.617315;2493052
37.133822;-8.617315;2492943
37.133822;-8.617315;7660710
37.133822;-8.617315;4408759
37.133822;-8.617315;2493551
37.133822;-8.617315;2492959
37.133822;-8.617315;2488949
37.323944;-8.591093;2495455
37.323944;-8.591093;2484916
37.323944;-8.591093;2495000
37.323944;-8.591093;7806848
37.133822;-8.617315;2494200
37.133822;-8.617315;2492867
37.0316;-7.9948;2493012
37.0316;-7.9948;2493128
37.752261;-8.793307;2492962
37.752261;-8.793307;7341500
37.752261;-8.793307;4408759
37.752261;-8.793307;2490274
37.752261;-8.793307;2492822
37.752261;-8.793307;5230791
37.752261;-8.793307;5739315
37.752261;-8.793307;2489214
37.752261;-8.793307;2475443
37.752261;-8.793307;2482473
37.752261;-8.793307;5231190
37.717911;-8.289957;5229167
37.717911;-8.289957;2480537
37.717911;-8.289957;2480495
37.023443;-8.995697;2495414
37.023443;-8.995697;4408759
37.1417;-8.5937;2481042
37.1582;-8.5784;8097467
37.1582;-8.5784;2489214
37.1417;-8.5937;2490310
37.1582;-8.5784;5230791
37.023443;-8.995697;5739315
37.023443;-8.995697;2490955
37.1582;-8.5784;2492956
37.1417;-8.5937;7634625
37.087115;-8.726191;2497266
37.023443;-8.995697;2482473
37.023443;-8.995697;2482552
37.1582;-8.5784;2490719
38.6987;-7.9281;2494200
37.0874;-8.7203;5230791
37.0874;-8.7203;2482492
38.6987;-7.9281;2489214
37.0874;-8.7203;2492962
37.0874;-8.7203;7634625
38.6987;-7.9281;5230791
38.6987;-7.9281;2487879
37.0874;-8.7203;2490669
37.0874;-8.7203;2481042
37.087115;-8.726191;2497266
38.6987;-7.9281;7634625
37.1582;-8.5784;2492942
37.1582;-8.5784;7341585
38.6987;-7.9281;2493012
37.1582;-8.5784;5845582
37.1582;-8.5784;2494686
38.6987;-7.9281;5228676
37.0698;-8.7938;2474051
37.0733;-8.7774;2481042
37.0787;-8.8021;2497266
37.0733;-8.7774;7901064
37.0874;-8.7203;2492822
